model,set,pair,wording,a,b,source,n_readings_per_order,p_a_forward_readings,p_a_reverse_readings,p_a_forward_median,p_a_reverse_median,choice_probability_a,measurable,selected,captured_mass
Llama-3.1-405B,constructed,d1_F-A-D_a|d1_F-A-P_a,a,d1_F-A-D_a,d1_F-A-P_a,NDIF,1,0.9999,0.9820,0.9999,0.9820,0.9910,1,d1_F-A-D_a,1.0000
Llama-3.1-70B,main,d1_M_b|d1_L_b,b,d1_M_b,d1_L_b,CoreWeave,1,0.0001,0.0331,0.0001,0.0331,0.0166,1,d1_L_b,1.0000
Llama-3.1-70B,main,d1_M_b|d1_Lp_b,b,d1_M_b,d1_Lp_b,CoreWeave,1,0.0076,0.9627,0.0076,0.9627,,0,,0.9999
Llama-3.1-70B,main,d1_M_b|d1_SS_b,b,d1_M_b,d1_SS_b,CoreWeave,1,0.8520,0.9707,0.8520,0.9707,0.9113,1,d1_M_b,0.9921
Llama-3.1-70B,main,d1_M_b|d1_S_b,b,d1_M_b,d1_S_b,CoreWeave,1,0.7549,0.6792,0.7549,0.6792,0.7170,1,d1_M_b,0.9918
Llama-3.1-70B,main,d1_M_c|d1_D12_c,c,d1_M_c,d1_D12_c,NDIF,1,0.4378,0.1330,0.4378,0.1330,0.2854,1,d1_D12_c,0.9558
Llama-3.1-70B,main,d1_M_c|d1_D4_c,c,d1_M_c,d1_D4_c,NDIF,1,0.0534,0.6514,0.0534,0.6514,,0,,0.9743
Llama-3.1-70B,main,d1_M_c|d1_L_c,c,d1_M_c,d1_L_c,CoreWeave,1,0.3486,0.0675,0.3486,0.0675,0.2081,1,d1_L_c,0.9689
Llama-3.1-70B,main,d1_M_c|d1_Lp_c,c,d1_M_c,d1_Lp_c,CoreWeave,1,0.0953,0.7982,0.0953,0.7982,,0,,0.9967
Llama-3.1-70B,main,d1_M_c|d1_SS_c,c,d1_M_c,d1_SS_c,CoreWeave,1,0.6792,0.2942,0.6792,0.2942,,0,,0.9511
Llama-3.1-70B,main,d1_M_c|d1_S_c,c,d1_M_c,d1_S_c,CoreWeave,1,0.9707,0.1330,0.9707,0.1330,,0,,0.9652
Llama-3.1-70B,main,d1_SN_a|d1_D12_a,a,d1_SN_a,d1_D12_a,NDIF,1,0.6225,0.5312,0.6225,0.5312,0.5768,1,d1_SN_a,0.9904
Llama-3.1-70B,main,d1_SN_a|d1_D4_a,a,d1_SN_a,d1_D4_a,NDIF,1,0.0759,0.8808,0.0759,0.8808,,0,,0.9996
Llama-3.1-70B,main,d1_SN_a|d1_M_a,a,d1_SN_a,d1_M_a,CoreWeave,1,0.9933,0.8933,0.9933,0.8933,0.9433,1,d1_SN_a,0.9925
Llama-3.1-70B,main,d1_SN_a|d1_SS_a,a,d1_SN_a,d1_SS_a,CoreWeave,1,0.9876,0.9841,0.9876,0.9841,0.9858,1,d1_SN_a,0.9981
Llama-3.1-70B,main,d1_SN_a|d1_S_a,a,d1_SN_a,d1_S_a,CoreWeave,1,0.9924,0.9149,0.9924,0.9149,0.9537,1,d1_SN_a,0.9908
Llama-3.1-70B,main,d1_SN_a|d1_W_a,a,d1_SN_a,d1_W_a,CoreWeave,1,0.9859,0.7058,0.9859,0.7058,0.8459,1,d1_SN_a,0.9848
Llama-3.1-70B,main,d1_SN_b|d1_D12_b,b,d1_SN_b,d1_D12_b,NDIF,1,0.7773,0.9988,0.7773,0.9988,0.8881,1,d1_SN_b,0.9998
Llama-3.1-70B,main,d1_SN_b|d1_D4_b,b,d1_SN_b,d1_D4_b,NDIF,1,0.0110,0.0180,0.0110,0.0180,0.0145,1,d1_D4_b,0.9999
Llama-3.1-70B,main,d1_SN_b|d1_M_b,b,d1_SN_b,d1_M_b,CoreWeave,1,0.9903,0.9999,0.9903,0.9999,0.9951,1,d1_SN_b,1.0000
Llama-3.1-70B,main,d1_SN_b|d1_SS_b,b,d1_SN_b,d1_SS_b,CoreWeave,1,0.9968,0.9999,0.9968,0.9999,0.9984,1,d1_SN_b,1.0000
Llama-3.1-70B,main,d1_SN_b|d1_S_b,b,d1_SN_b,d1_S_b,CoreWeave,1,0.9948,0.9993,0.9948,0.9993,0.9970,1,d1_SN_b,0.9993
Llama-3.1-70B,main,d1_SN_b|d1_W_b,b,d1_SN_b,d1_W_b,CoreWeave,1,0.8933,0.9975,0.8933,0.9975,0.9454,1,d1_SN_b,0.9991
Llama-3.1-70B,main,d1_SN_c|d1_D12_c,c,d1_SN_c,d1_D12_c,NDIF,1,0.6225,0.4688,0.6225,0.4688,,0,,0.9631
Llama-3.1-70B,main,d1_SN_c|d1_D4_c,c,d1_SN_c,d1_D4_c,NDIF,1,0.3486,0.5622,0.3486,0.5622,,0,,0.9934
Llama-3.1-70B,main,d1_SN_c|d1_M_c,c,d1_SN_c,d1_M_c,CoreWeave,1,0.9241,0.9047,0.9241,0.9047,0.9144,1,d1_SN_c,0.9543
Llama-3.1-70B,main,d1_SN_c|d1_SS_c,c,d1_SN_c,d1_SS_c,CoreWeave,1,0.7773,0.9149,0.7773,0.9149,0.8461,1,d1_SN_c,0.9636
Llama-3.1-70B,main,d1_SN_c|d1_S_c,c,d1_SN_c,d1_S_c,CoreWeave,1,0.9770,0.9241,0.9770,0.9241,0.9506,1,d1_SN_c,0.9668
Llama-3.1-70B,main,d1_SN_c|d1_W_c,c,d1_SN_c,d1_W_c,CoreWeave,1,0.9466,0.5312,0.9466,0.5312,0.7389,1,d1_SN_c,0.9805
Llama-3.1-70B,main,d1_SS_a|d1_D12_a,a,d1_SS_a,d1_D12_a,NDIF,1,0.0293,0.0373,0.0293,0.0373,0.0333,1,d1_D12_a,0.9684
Llama-3.1-70B,main,d1_SS_a|d1_D4_a,a,d1_SS_a,d1_D4_a,NDIF,1,0.0015,0.9047,0.0015,0.9047,,0,,0.9995
Llama-3.1-70B,main,d1_SS_a|d1_Lp_a,a,d1_SS_a,d1_Lp_a,NDIF,1,0.0373,0.9876,0.0373,0.9876,,0,,0.9997
Llama-3.1-70B,main,d1_SS_a|d1_S_a,a,d1_SS_a,d1_S_a,CoreWeave,1,0.9579,0.4073,0.9579,0.4073,,0,,0.9676
Llama-3.1-70B,main,d1_SS_b|d1_D12_b,b,d1_SS_b,d1_D12_b,NDIF,1,0.0004,0.0421,0.0004,0.0421,0.0213,1,d1_D12_b,0.9991
Llama-3.1-70B,main,d1_SS_b|d1_D4_b,b,d1_SS_b,d1_D4_b,NDIF,1,0.0001,0.0002,0.0001,0.0002,0.0002,1,d1_D4_b,1.0000
Llama-3.1-70B,main,d1_SS_b|d1_Lp_b,b,d1_SS_b,d1_Lp_b,NDIF,1,0.0097,0.6225,0.0097,0.6225,,0,,0.9998
Llama-3.1-70B,main,d1_SS_b|d1_S_b,b,d1_SS_b,d1_S_b,CoreWeave,1,0.2689,0.0025,0.2689,0.0025,0.1357,1,d1_S_b,0.9957
Llama-3.1-70B,main,d1_SS_c|d1_D12_c,c,d1_SS_c,d1_D12_c,NDIF,1,0.5000,0.1645,0.5000,0.1645,,0,,0.9238
Llama-3.1-70B,main,d1_SS_c|d1_D4_c,c,d1_SS_c,d1_D4_c,NDIF,1,0.2689,0.8520,0.2689,0.8520,,0,,0.9755
Llama-3.1-70B,main,d1_SS_c|d1_Lp_c,c,d1_SS_c,d1_Lp_c,NDIF,1,0.2689,0.6225,0.2689,0.6225,,0,,0.9892
Llama-3.1-70B,main,d1_SS_c|d1_S_c,c,d1_SS_c,d1_S_c,CoreWeave,1,0.9669,0.3208,0.9669,0.3208,,0,,0.9551
Llama-3.1-70B,main,d1_S_a|d1_D12_a,a,d1_S_a,d1_D12_a,NDIF,1,0.0953,0.0159,0.0953,0.0159,0.0556,1,d1_D12_a,0.9737
Llama-3.1-70B,main,d1_S_a|d1_D4_a,a,d1_S_a,d1_D4_a,NDIF,1,0.0067,0.5000,0.0067,0.5000,,0,,0.9984
Llama-3.1-70B,main,d1_S_b|d1_D12_b,b,d1_S_b,d1_D12_b,NDIF,1,0.0036,0.0675,0.0036,0.0675,0.0356,1,d1_D12_b,0.9975
Llama-3.1-70B,main,d1_S_b|d1_D4_b,b,d1_S_b,d1_D4_b,NDIF,1,0.0003,0.0008,0.0003,0.0008,0.0005,1,d1_D4_b,1.0000
Llama-3.1-70B,main,d1_S_c|d1_D12_c,c,d1_S_c,d1_D12_c,NDIF,1,0.4688,0.0851,0.4688,0.0851,0.2769,1,d1_D12_c,0.9321
Llama-3.1-70B,main,d1_S_c|d1_D4_c,c,d1_S_c,d1_D4_c,NDIF,1,0.0421,0.6792,0.0421,0.6792,,0,,0.9918
Llama-3.1-70B,main,d1_W_a|d1_D12_a,a,d1_W_a,d1_D12_a,NDIF,1,0.2018,0.4378,0.2018,0.4378,0.3198,1,d1_D12_a,0.9916
Llama-3.1-70B,main,d1_W_a|d1_D4_a,a,d1_W_a,d1_D4_a,NDIF,1,0.0110,0.1330,0.0110,0.1330,0.0720,1,d1_D4_a,0.9985
Llama-3.1-70B,main,d1_W_a|d1_L_a,a,d1_W_a,d1_L_a,CoreWeave,1,0.1645,0.1067,0.1645,0.1067,0.1356,1,d1_L_a,0.9942
Llama-3.1-70B,main,d1_W_a|d1_Lp_a,a,d1_W_a,d1_Lp_a,CoreWeave,1,0.0534,0.9707,0.0534,0.9707,,0,,0.9994
Llama-3.1-70B,main,d1_W_a|d1_M_a,a,d1_W_a,d1_M_a,CoreWeave,1,0.8520,0.5312,0.8520,0.5312,0.6916,1,d1_W_a,0.9780
Llama-3.1-70B,main,d1_W_a|d1_SS_a,a,d1_W_a,d1_SS_a,CoreWeave,1,0.6792,0.6792,0.6792,0.6792,0.6792,1,d1_W_a,0.9862
Llama-3.1-70B,main,d1_W_a|d1_S_a,a,d1_W_a,d1_S_a,CoreWeave,1,0.9149,0.7311,0.9149,0.7311,0.8230,1,d1_W_a,0.9623
Llama-3.1-70B,main,d1_W_b|d1_D12_b,b,d1_W_b,d1_D12_b,NDIF,1,0.8355,0.7982,0.8355,0.7982,0.8168,1,d1_W_b,0.9996
Llama-3.1-70B,main,d1_W_b|d1_D4_b,b,d1_W_b,d1_D4_b,NDIF,1,0.0076,0.0059,0.0076,0.0059,0.0067,1,d1_D4_b,0.9999
Llama-3.1-70B,main,d1_W_b|d1_L_b,b,d1_W_b,d1_L_b,CoreWeave,1,0.0230,0.1192,0.0230,0.1192,0.0711,1,d1_L_b,0.9997
Llama-3.1-70B,main,d1_W_b|d1_Lp_b,b,d1_W_b,d1_Lp_b,CoreWeave,1,0.1192,0.9797,0.1192,0.9797,,0,,0.9994
Llama-3.1-70B,main,d1_W_b|d1_M_b,b,d1_W_b,d1_M_b,CoreWeave,1,0.5622,0.9992,0.5622,0.9992,0.7807,1,d1_W_b,0.9999
Llama-3.1-70B,main,d1_W_b|d1_SS_b,b,d1_W_b,d1_SS_b,CoreWeave,1,0.9740,0.9992,0.9740,0.9992,0.9866,1,d1_W_b,0.9999
Llama-3.1-70B,main,d1_W_b|d1_S_b,b,d1_W_b,d1_S_b,CoreWeave,1,0.9466,0.9975,0.9466,0.9975,0.9721,1,d1_W_b,0.9987
Llama-3.1-70B,main,d1_W_c|d1_D12_c,c,d1_W_c,d1_D12_c,NDIF,1,0.4688,0.2451,0.4688,0.2451,0.3569,1,d1_D12_c,0.9712
Llama-3.1-70B,main,d1_W_c|d1_D4_c,c,d1_W_c,d1_D4_c,NDIF,1,0.0851,0.2942,0.0851,0.2942,0.1897,1,d1_D4_c,0.9815
Llama-3.1-70B,main,d1_W_c|d1_L_c,c,d1_W_c,d1_L_c,CoreWeave,1,0.5312,0.0759,0.5312,0.0759,,0,,0.9747
Llama-3.1-70B,main,d1_W_c|d1_Lp_c,c,d1_W_c,d1_Lp_c,CoreWeave,1,0.2018,0.7549,0.2018,0.7549,,0,,0.9934
Llama-3.1-70B,main,d1_W_c|d1_M_c,c,d1_W_c,d1_M_c,CoreWeave,1,0.8355,0.4378,0.8355,0.4378,,0,,0.9358
Llama-3.1-70B,main,d1_W_c|d1_SS_c,c,d1_W_c,d1_SS_c,CoreWeave,1,0.6514,0.4688,0.6514,0.4688,,0,,0.9596
Llama-3.1-70B,main,d1_W_c|d1_S_c,c,d1_W_c,d1_S_c,CoreWeave,1,0.9627,0.3775,0.9627,0.3775,,0,,0.9495
Llama-3.3-70B (own conversations),main,d1_A_a|d1_L_a,a,d1_A_a,d1_L_a,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_a,1.0000
Llama-3.3-70B (own conversations),main,d1_A_a|d1_Lp_a,a,d1_A_a,d1_Lp_a,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_a,1.0000
Llama-3.3-70B (own conversations),main,d1_A_a|d1_M_a,a,d1_A_a,d1_M_a,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_a,1.0000
Llama-3.3-70B (own conversations),main,d1_A_a|d1_SN_a,a,d1_A_a,d1_SN_a,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_a,1.0000
Llama-3.3-70B (own conversations),main,d1_A_a|d1_SS_a,a,d1_A_a,d1_SS_a,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_a,1.0000
Llama-3.3-70B (own conversations),main,d1_A_a|d1_S_a,a,d1_A_a,d1_S_a,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_a,1.0000
Llama-3.3-70B (own conversations),main,d1_A_a|d1_W_a,a,d1_A_a,d1_W_a,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_a,1.0000
Llama-3.3-70B (own conversations),main,d1_A_b|d1_L_b,b,d1_A_b,d1_L_b,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_b,1.0000
Llama-3.3-70B (own conversations),main,d1_A_b|d1_Lp_b,b,d1_A_b,d1_Lp_b,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_b,1.0000
Llama-3.3-70B (own conversations),main,d1_A_b|d1_M_b,b,d1_A_b,d1_M_b,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_b,1.0000
Llama-3.3-70B (own conversations),main,d1_A_b|d1_SN_b,b,d1_A_b,d1_SN_b,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_b,1.0000
Llama-3.3-70B (own conversations),main,d1_A_b|d1_SS_b,b,d1_A_b,d1_SS_b,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_b,1.0000
Llama-3.3-70B (own conversations),main,d1_A_b|d1_S_b,b,d1_A_b,d1_S_b,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_b,1.0000
Llama-3.3-70B (own conversations),main,d1_A_b|d1_W_b,b,d1_A_b,d1_W_b,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_b,1.0000
Llama-3.3-70B (own conversations),main,d1_A_c|d1_L_c,c,d1_A_c,d1_L_c,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_c,1.0000
Llama-3.3-70B (own conversations),main,d1_A_c|d1_Lp_c,c,d1_A_c,d1_Lp_c,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_c,1.0000
Llama-3.3-70B (own conversations),main,d1_A_c|d1_M_c,c,d1_A_c,d1_M_c,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_c,1.0000
Llama-3.3-70B (own conversations),main,d1_A_c|d1_SN_c,c,d1_A_c,d1_SN_c,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_c,1.0000
Llama-3.3-70B (own conversations),main,d1_A_c|d1_SS_c,c,d1_A_c,d1_SS_c,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_c,1.0000
Llama-3.3-70B (own conversations),main,d1_A_c|d1_S_c,c,d1_A_c,d1_S_c,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_c,1.0000
Llama-3.3-70B (own conversations),main,d1_A_c|d1_W_c,c,d1_A_c,d1_W_c,AkashML,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_A_c,1.0000
Llama-3.3-70B (own conversations),main,d1_L_a|d1_Lp_a,a,d1_L_a,d1_Lp_a,CoreWeave,1,0.0002,0.0002,0.0002,0.0002,0.0002,1,d1_Lp_a,1.0000
Llama-3.3-70B (own conversations),main,d1_L_a|d1_SN_a,a,d1_L_a,d1_SN_a,CoreWeave,1,1.0000,0.9996,1.0000,0.9996,0.9998,1,d1_L_a,1.0000
Llama-3.3-70B (own conversations),main,d1_L_a|d1_SS_a,a,d1_L_a,d1_SS_a,CoreWeave,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_L_a,1.0000
Llama-3.3-70B (own conversations),main,d1_L_a|d1_S_a,a,d1_L_a,d1_S_a,CoreWeave,1,1.0000,0.9991,1.0000,0.9991,0.9995,1,d1_L_a,1.0000
Llama-3.3-70B (own conversations),main,d1_L_b|d1_Lp_b,b,d1_L_b,d1_Lp_b,CoreWeave,1,1.0000,0.9975,1.0000,0.9975,0.9987,1,d1_L_b,1.0000
Llama-3.3-70B (own conversations),main,d1_L_b|d1_SN_b,b,d1_L_b,d1_SN_b,CoreWeave,1,0.0000,1.0000,0.0000,1.0000,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_L_b|d1_SS_b,b,d1_L_b,d1_SS_b,CoreWeave,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_L_b,1.0000
Llama-3.3-70B (own conversations),main,d1_L_b|d1_S_b,b,d1_L_b,d1_S_b,CoreWeave,1,0.9994,1.0000,0.9994,1.0000,0.9997,1,d1_L_b,1.0000
Llama-3.3-70B (own conversations),main,d1_L_c|d1_Lp_c,c,d1_L_c,d1_Lp_c,CoreWeave,1,0.0000,0.9948,0.0000,0.9948,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_L_c|d1_SN_c,c,d1_L_c,d1_SN_c,CoreWeave,1,0.2227,1.0000,0.2227,1.0000,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_L_c|d1_SS_c,c,d1_L_c,d1_SS_c,CoreWeave,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_L_c,1.0000
Llama-3.3-70B (own conversations),main,d1_L_c|d1_S_c,c,d1_L_c,d1_S_c,CoreWeave,1,0.9399,1.0000,0.9399,1.0000,0.9700,1,d1_L_c,1.0000
Llama-3.3-70B (own conversations),main,d1_Lp_a|d1_SN_a,a,d1_Lp_a,d1_SN_a,CoreWeave,1,0.0000,1.0000,0.0000,1.0000,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_Lp_a|d1_S_a,a,d1_Lp_a,d1_S_a,CoreWeave,1,0.0000,1.0000,0.0000,1.0000,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_Lp_b|d1_SN_b,b,d1_Lp_b,d1_SN_b,CoreWeave,1,0.0000,0.0004,0.0000,0.0004,0.0002,1,d1_SN_b,1.0000
Llama-3.3-70B (own conversations),main,d1_Lp_b|d1_S_b,b,d1_Lp_b,d1_S_b,CoreWeave,1,0.0000,1.0000,0.0000,1.0000,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_Lp_c|d1_SN_c,c,d1_Lp_c,d1_SN_c,CoreWeave,1,0.0000,0.9996,0.0000,0.9996,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_Lp_c|d1_S_c,c,d1_Lp_c,d1_S_c,CoreWeave,1,0.0000,1.0000,0.0000,1.0000,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_M_a|d1_L_a,a,d1_M_a,d1_L_a,CoreWeave,1,0.0067,0.0000,0.0067,0.0000,0.0033,1,d1_L_a,1.0000
Llama-3.3-70B (own conversations),main,d1_M_a|d1_SS_a,a,d1_M_a,d1_SS_a,CoreWeave,1,1.0000,0.0004,1.0000,0.0004,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_M_a|d1_S_a,a,d1_M_a,d1_S_a,CoreWeave,1,1.0000,0.0000,1.0000,0.0000,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_M_b|d1_L_b,b,d1_M_b,d1_L_b,CoreWeave,1,0.0000,0.0759,0.0000,0.0759,0.0379,1,d1_L_b,1.0000
Llama-3.3-70B (own conversations),main,d1_M_b|d1_SS_b,b,d1_M_b,d1_SS_b,CoreWeave,1,0.9998,1.0000,0.9998,1.0000,0.9999,1,d1_M_b,1.0000
Llama-3.3-70B (own conversations),main,d1_M_b|d1_S_b,b,d1_M_b,d1_S_b,CoreWeave,1,0.9998,1.0000,0.9998,1.0000,0.9999,1,d1_M_b,1.0000
Llama-3.3-70B (own conversations),main,d1_M_c|d1_L_c,c,d1_M_c,d1_L_c,CoreWeave,1,0.0000,0.0000,0.0000,0.0000,0.0000,1,d1_L_c,1.0000
Llama-3.3-70B (own conversations),main,d1_M_c|d1_SS_c,c,d1_M_c,d1_SS_c,CoreWeave,1,0.8520,0.0005,0.8520,0.0005,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_M_c|d1_S_c,c,d1_M_c,d1_S_c,CoreWeave,1,0.9999,0.0000,0.9999,0.0000,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_SN_a|d1_M_a,a,d1_SN_a,d1_M_a,CoreWeave,1,1.0000,0.0601,1.0000,0.0601,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_SN_a|d1_SS_a,a,d1_SN_a,d1_SS_a,CoreWeave,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_SN_a,1.0000
Llama-3.3-70B (own conversations),main,d1_SN_a|d1_S_a,a,d1_SN_a,d1_S_a,CoreWeave,1,0.9999,0.9968,0.9999,0.9968,0.9984,1,d1_SN_a,1.0000
Llama-3.3-70B (own conversations),main,d1_SN_a|d1_W_a,a,d1_SN_a,d1_W_a,CoreWeave,1,1.0000,0.0180,1.0000,0.0180,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_SN_b|d1_M_b,b,d1_SN_b,d1_M_b,CoreWeave,1,0.8808,1.0000,0.8808,1.0000,0.9404,1,d1_SN_b,1.0000
Llama-3.3-70B (own conversations),main,d1_SN_b|d1_SS_b,b,d1_SN_b,d1_SS_b,CoreWeave,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_SN_b,1.0000
Llama-3.3-70B (own conversations),main,d1_SN_b|d1_S_b,b,d1_SN_b,d1_S_b,CoreWeave,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_SN_b,1.0000
Llama-3.3-70B (own conversations),main,d1_SN_b|d1_W_b,b,d1_SN_b,d1_W_b,CoreWeave,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_SN_b,1.0000
Llama-3.3-70B (own conversations),main,d1_SN_c|d1_M_c,c,d1_SN_c,d1_M_c,CoreWeave,1,0.5000,1.0000,0.5000,1.0000,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_SN_c|d1_SS_c,c,d1_SN_c,d1_SS_c,CoreWeave,1,0.7773,1.0000,0.7773,1.0000,0.8886,1,d1_SN_c,1.0000
Llama-3.3-70B (own conversations),main,d1_SN_c|d1_S_c,c,d1_SN_c,d1_S_c,CoreWeave,1,0.0000,1.0000,0.0000,1.0000,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_SN_c|d1_W_c,c,d1_SN_c,d1_W_c,CoreWeave,1,0.3208,1.0000,0.3208,1.0000,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_SS_a|d1_S_a,a,d1_SS_a,d1_S_a,CoreWeave,1,1.0000,0.0000,1.0000,0.0000,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_SS_b|d1_S_b,b,d1_SS_b,d1_S_b,CoreWeave,1,0.8933,0.9999,0.8933,0.9999,0.9466,1,d1_SS_b,1.0000
Llama-3.3-70B (own conversations),main,d1_SS_c|d1_S_c,c,d1_SS_c,d1_S_c,CoreWeave,1,0.9859,1.0000,0.9859,1.0000,0.9930,1,d1_SS_c,1.0000
Llama-3.3-70B (own conversations),main,d1_W_a|d1_L_a,a,d1_W_a,d1_L_a,CoreWeave,1,0.1824,0.0000,0.1824,0.0000,0.0912,1,d1_L_a,1.0000
Llama-3.3-70B (own conversations),main,d1_W_a|d1_M_a,a,d1_W_a,d1_M_a,CoreWeave,1,1.0000,0.0004,1.0000,0.0004,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_W_a|d1_SS_a,a,d1_W_a,d1_SS_a,CoreWeave,1,1.0000,0.0017,1.0000,0.0017,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_W_a|d1_S_a,a,d1_W_a,d1_S_a,CoreWeave,1,1.0000,0.0601,1.0000,0.0601,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_W_b|d1_L_b,b,d1_W_b,d1_L_b,CoreWeave,1,0.0002,0.0041,0.0002,0.0041,0.0022,1,d1_L_b,1.0000
Llama-3.3-70B (own conversations),main,d1_W_b|d1_M_b,b,d1_W_b,d1_M_b,CoreWeave,1,0.0000,1.0000,0.0000,1.0000,,0,,1.0000
Llama-3.3-70B (own conversations),main,d1_W_b|d1_SS_b,b,d1_W_b,d1_SS_b,CoreWeave,1,0.9994,1.0000,0.9994,1.0000,0.9997,1,d1_W_b,1.0000
Llama-3.3-70B (own conversations),main,d1_W_b|d1_S_b,b,d1_W_b,d1_S_b,CoreWeave,1,1.0000,1.0000,1.0000,1.0000,1.0000,1,d1_W_b,1.0000
Llama-3.3-70B (own conversations),main,d1_W_c|d1_L_c,c,d1_W_c,d1_L_c,CoreWeave,1,0.0000,0.0004,0.0000,0.0004,0.0002,1,d1_L_c,1.0000
Llama-3.3-70B (own conversations),main,d1_W_c|d1_M_c,c,d1_W_c,d1_M_c,CoreWeave,1,1.0000,0.9999,1.0000,0.9999,0.9999,1,d1_W_c,1.0000
Llama-3.3-70B (own conversations),main,d1_W_c|d1_SS_c,c,d1_W_c,d1_SS_c,CoreWeave,1,0.9820,0.5000,0.9820,0.5000,0.7410,1,d1_W_c,1.0000
Llama-3.3-70B (own conversations),main,d1_W_c|d1_S_c,c,d1_W_c,d1_S_c,CoreWeave,1,0.9997,1.0000,0.9997,1.0000,0.9999,1,d1_W_c,1.0000
gemma-4-31b,constructed,d1_F-A-D_a|d1_F-A-P_a,a,d1_F-A-D_a,d1_F-A-P_a,OpenRouter,3,1.0000;1.0000;1.0000,0.9988;0.9992;0.9991,1.0000,0.9991,0.9996,1,d1_F-A-D_a,1.0000
gemma-4-31b,constructed,d1_F-A-D_b|d1_F-A-P_b,b,d1_F-A-D_b,d1_F-A-P_b,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;1.0000;1.0000,1.0000,1.0000,1.0000,1,d1_F-A-D_b,1.0000
gemma-4-31b,constructed,d1_F-A-D_c|d1_F-A-P_c,c,d1_F-A-D_c,d1_F-A-P_c,OpenRouter,3,1.0000;1.0000;1.0000,0.8355;0.0251;1.0000,1.0000,0.8355,0.9177,1,d1_F-A-D_c,0.9999
gemma-4-31b,constructed,d1_F-A-N_a|d1_F-A-D_a,a,d1_F-A-N_a,d1_F-A-D_a,OpenRouter,3,1.0000;1.0000;1.0000,0.0000;0.0000;0.0000,1.0000,0.0000,,0,,1.0000
gemma-4-31b,constructed,d1_F-A-N_a|d1_F-A-P_a,a,d1_F-A-N_a,d1_F-A-P_a,OpenRouter,3,1.0000;1.0000;1.0000,1.0000;0.9999;1.0000,1.0000,1.0000,1.0000,1,d1_F-A-N_a,1.0000
